Position,Token,Absolute Häufigkeit 1835-1870,Relative Häufigkeit 1835-1870,Absolute Häufigkeit 1800-1834,Relative Häufigkeit 1800-1837,+/-,Log ratio,Log Likelihood
2917,Jähren,21378.0,352.2,3698.0,276.02,+,0.35,198.23
2918,kömmt,13094.0,215.72,2267.0,169.21,+,0.35,120.6
2919,betragt,5288.0,87.12,916.0,68.37,+,0.35,48.5
2921,zn,12392.0,204.15,2154.0,160.78,+,0.34,110.69
2922,Jetzt,25036.0,412.46,4353.0,324.91,+,0.34,223.2
2923,zusammen,11398.0,187.78,1988.0,148.39,+,0.34,99.12
2925,Bischöfe,5191.0,85.52,907.0,67.7,+,0.34,44.51
2926,wünschen,5172.0,85.21,904.0,67.48,+,0.34,44.22
2927,Freibürg,5929.0,97.68,1039.0,77.55,+,0.33,49.65
2928,seit,20719.0,341.34,3632.0,271.1,+,0.33,173.1
2929,hät,127698.0,2103.79,22421.0,1673.54,+,0.33,1054.82
2930,Nämlich,15891.0,261.8,2800.0,209.0,+,0.32,127.29
2931,5.,6040.0,99.51,1066.0,79.57,+,0.32,47.72
2932,seite,21039.0,346.61,3726.0,278.11,+,0.32,161.5
2933,Fur,223802.0,3687.08,39684.0,2962.08,+,0.32,1705.37
2934,gott,18265.0,300.91,3246.0,242.29,+,0.31,136.09
2935,fäßt,17877.0,294.52,3184.0,237.66,+,0.31,130.7
2936,käm,10495.0,172.9,1871.0,139.65,+,0.31,76.08
2937,Bilden,8765.0,144.4,1571.0,117.26,+,0.3,60.58
2939,Fand,9498.0,156.48,1706.0,127.34,+,0.3,64.4
2940,beiden,17435.0,287.24,3135.0,234.0,+,0.3,117.06
2942,stunde,6736.0,110.97,1214.0,90.61,+,0.29,44.27
2943,Zähl,21086.0,347.39,3809.0,284.31,+,0.29,135.67
2944,ferner,10647.0,175.41,1925.0,143.69,+,0.29,67.92
2945,meisten,11059.0,182.19,2003.0,149.51,+,0.29,69.39
2946,vater,13502.0,222.44,2450.0,182.87,+,0.28,83.23
2947,Kösten,9871.0,162.62,1794.0,133.91,+,0.28,59.92
2948,Kommen,16054.0,264.49,2919.0,217.88,+,0.28,97.05
2949,äugen,7872.0,129.69,1432.0,106.89,+,0.28,47.36
2951,Neü,10019.0,165.06,1830.0,136.59,+,0.27,57.91
2952,Zeit,54158.0,892.24,9903.0,739.18,+,0.27,309.81
2953,gesellschaft,12551.0,206.77,2295.0,171.3,+,0.27,71.75
2954,gerade,11113.0,183.08,2034.0,151.82,+,0.27,62.92
2955,wär,85233.0,1404.19,15614.0,1165.45,+,0.27,478.81
2957,etwaS,24535.0,404.21,4521.0,337.45,+,0.26,129.64
2960,mit,362090.0,5965.34,67428.0,5032.94,+,0.25,1716.2
2961,ì.,15957.0,262.89,2986.0,222.88,+,0.24,71.19
2962,môglich,10606.0,174.73,1987.0,148.31,+,0.24,46.68
2963,zür,102400.0,1687.01,19195.0,1432.75,+,0.24,448.39
2965,dänn,43354.0,714.25,8169.0,609.75,+,0.23,178.37
2967,Sondern,37851.0,623.59,7202.0,537.57,+,0.21,137.92
2968,Ein,265499.0,4374.03,50701.0,3784.4,+,0.21,925.91
2969,bildung,13246.0,218.22,2533.0,189.07,+,0.21,45.18
2970,großen,31454.0,518.2,6015.0,448.97,+,0.21,107.29
2971,in,902007.0,14860.33,172704.0,12890.91,+,0.21,3068.19
2972,wurde,97699.0,1609.57,18756.0,1399.98,+,0.2,316.47
2973,jE,17476.0,287.91,3357.0,250.57,+,0.2,56.08
2974,güt,18781.0,309.41,3614.0,269.75,+,0.2,58.82
2976,BiS,77199.0,1271.83,14998.0,1119.48,+,0.18,210.64
2977,S.,19909.0,328.0,3872.0,289.01,+,0.18,53.4
2978,Würden,47606.0,784.3,9262.0,691.33,+,0.18,127.05
2979,stadt,26314.0,433.52,5145.0,384.03,+,0.17,64.98
2980,eine,248006.0,4085.83,48801.0,3642.59,+,0.17,553.78
2981,Aus,183438.0,3022.09,36209.0,2702.7,+,0.16,387.9
2982,Besonders,23758.0,391.41,4713.0,351.79,+,0.15,45.89
2983,jahre,34279.0,564.74,6822.0,509.21,+,0.15,62.41
2984,Im,278615.0,4590.11,55811.0,4165.82,+,0.14,448.86
2985,Große,30814.0,507.65,6184.0,461.58,+,0.14,47.63
2986,zuM,86222.0,1420.48,17328.0,1293.39,+,0.14,129.59
2987,äüch,215950.0,3557.72,43432.0,3241.83,+,0.13,320.19
2988,wiE,158627.0,2613.34,32296.0,2410.63,+,0.12,178.51
2989,welche,120489.0,1985.02,24544.0,1832.0,+,0.12,133.81
2990,einem,88099.0,1451.41,17954.0,1340.12,+,0.12,96.74
2991,an,244360.0,4025.77,49805.0,3717.53,+,0.11,268.2
2992,einen,97623.0,1608.31,19925.0,1487.23,+,0.11,103.28
2993,Mehr,65810.0,1084.2,13437.0,1002.96,+,0.11,68.94
2994,Nür,118602.0,1953.94,24425.0,1823.12,+,0.1,98.93
2995,äls,223074.0,3675.09,46115.0,3442.1,+,0.09,166.89
2996,der,1549437.0,25526.57,320824.0,23946.82,+,0.09,1128.05
2997,sind,135344.0,2229.76,28080.0,2095.94,+,0.09,90.49
2998,ìst,316634.0,5216.46,65750.0,4907.69,+,0.09,206.46
2999,Nicht,277698.0,4575.0,57819.0,4315.7,+,0.08,165.74
3000,die,1487830.0,24511.61,311031.0,23215.86,+,0.08,786.71
3001,auf,290464.0,4785.32,61124.0,4562.39,+,0.07,116.66
3002,eS,237006.0,3904.61,50280.0,3752.98,+,0.06,65.89
3003,deS,435328.0,7171.91,92498.0,6904.2,+,0.05,112.11
3004,Das,647307.0,10664.21,137916.0,10294.27,+,0.05,144.32
